name                                                                                                 linker               end_to_end           contour              MPP                  SDP                  y_length             side_chain           a                    b                    label(15)            
4mer_3C-O_body-6_body-3                                                                              0.7207608415513634   18.2669              26.6882              0.3601               2.4878               13.4831              1                    1                    0                    1                    
4mer_3C-O_body-6_body-3                                                                              0.7207608415513634   17.9782              26.1643              0.3489               2.3050               13.1489              0                    1                    0                    1                    
4mer_3C-O_body-6_body-3                                                                              0.7207608415513634   18.1665              26.3912              0.4185               2.6127               14.0724              3                    1                    0                    1                    
4mer_3C-O_body-6_body-3                                                                              0.7207608415513634   17.6119              27.5816              0.3571               2.6122               12.6995              5                    1                    0                    1                    
4mer_3C-O_body-6_body-8                                                                              0.7207608415513634   19.9135              28.0282              1.0286               4.1477               15.8062              2                    1                    0                    1                    
4mer_3C-O_body-6_body-8                                                                              0.7207608415513634   21.9721              30.9269              0.6643               3.3433               17.9928              4                    1                    0                    1                    
4mer_3C-O_body-6_body-8                                                                              0.7207608415513634   17.9410              25.3697              0.8681               3.4853               13.3740              1                    1                    0                    1                    
4mer_3C-O_body-6_body-8                                                                              0.7207608415513634   19.1609              27.1404              0.9755               3.4458               13.8044              0                    1                    0                    1                    
4mer_3C-O_body-6_body-8                                                                              0.7207608415513634   20.8249              29.1393              0.6783               3.1971               15.8461              3                    1                    0                    1                    
4mer_3C-O_body-6_body-8                                                                              0.7207608415513634   21.2661              30.2824              0.7555               3.5415               16.9732              5                    1                    0                    1                    
4mer_3C-O_body-6_body-9                                                                              0.7207608415513634   18.8227              28.0981              1.3405               4.8180               14.8823              2                    1                    0                    1                    
4mer_3C-O_body-6_body-9                                                                              0.7207608415513634   21.7866              32.6021              0.7037               3.5754               18.3000              4                    1                    0                    1                    
4mer_3C-O_body-6_body-9                                                                              0.7207608415513634   18.1095              27.4513              1.1516               4.2352               13.6201              1                    1                    0                    1                    
4mer_3C-O_body-6_body-9                                                                              0.7207608415513634   19.0272              28.4638              0.9842               3.7770               14.1349              0                    1                    0                    1                    
4mer_3C-O_body-6_body-9                                                                              0.7207608415513634   20.1133              29.7160              0.9113               3.7956               15.7065              3                    1                    0                    1                    
4mer_3C-O_body-6_body-9                                                                              0.7207608415513634   21.2325              31.8425              0.9390               3.9237               17.2331              5                    1                    0                    1                    
4mer_3C-O_body-6_body-10                                                                             0.7207608415513634   21.1912              30.0970              0.6122               3.6579               18.0020              2                    1                    1                    1                    
4mer_3C-O_body-6_body-10                                                                             0.7207608415513634   20.5066              30.4245              0.6246               3.4931               17.6109              4                    1                    1                    1                    
4mer_3C-O_body-6_body-10                                                                             0.7207608415513634   21.2988              29.0311              0.3467               2.7991               17.8405              1                    1                    1                    1                    
4mer_3C-O_body-6_body-10                                                                             0.7207608415513634   20.6010              28.5814              0.5091               3.0358               16.8199              0                    1                    1                    1                    
4mer_3C-O_body-6_body-10                                                                             0.7207608415513634   20.7615              28.8124              0.6149               3.3462               17.4617              3                    1                    1                    1                    
4mer_3C-O_body-6_body-10                                                                             0.7207608415513634   20.8217              30.2966              0.5274               3.1597               18.0269              5                    1                    1                    1                    
4mer_3C-O_body-6_body-11                                                                             0.7207608415513634   19.5059              27.9155              1.0675               4.2757               16.2399              2                    1                    1                    1                    
4mer_3C-O_body-6_body-11                                                                             0.7207608415513634   19.7659              28.3815              0.9105               4.2606               16.6210              4                    1                    1                    1                    
4mer_3C-O_body-6_body-11                                                                             0.7207608415513634   19.1655              27.1306              1.4290               4.7116               15.1998              1                    1                    1                    1                    
4mer_3C-O_body-6_body-11                                                                             0.7207608415513634   19.2329              27.1617              0.8411               3.7036               15.5669              0                    1                    1                    1                    
4mer_3C-O_body-6_body-11                                                                             0.7207608415513634   19.7169              28.2596              0.9323               3.8040               16.5097              3                    1                    1                    1                    
4mer_3C-O_body-6_body-11                                                                             0.7207608415513634   19.5565              28.1683              0.9246               4.0841               16.1758              5                    1                    1                    1                    
4mer_3C-O_body-6_body-12                                                                             0.7207608415513634   20.2717              28.6063              0.8513               3.9884               17.2706              2                    1                    1                    1                    
4mer_3C-O_body-6_body-12                                                                             0.7207608415513634   19.7199              28.5667              0.4715               2.9296               17.3909              4                    1                    1                    1                    
4mer_3C-O_body-6_body-12                                                                             0.7207608415513634   19.9554              28.2602              0.6996               3.5337               16.1953              1                    1                    1                    1                    
4mer_3C-O_body-6_body-12                                                                             0.7207608415513634   19.6301              28.0346              0.7193               3.6629               15.7055              0                    1                    1                    1                    
4mer_3C-O_body-6_body-12                                                                             0.7207608415513634   20.1190              28.5374              0.5710               3.1413               17.0809              3                    1                    1                    1                    
4mer_3C-O_body-6_body-12                                                                             0.7207608415513634   20.0545              28.5862              0.6497               3.3684               16.9969              5                    1                    1                    1                    
4mer_3C-O_body-7_body-1                                                                              0.7207608415513634   17.2445              25.7286              0.3079               2.8315               14.6773              2                    1                    0                    1                    
4mer_3C-O_body-7_body-1                                                                              0.7207608415513634   16.4547              25.5205              0.3269               2.5784               12.3462              1                    1                    0                    1                    
4mer_3C-O_body-7_body-14                                                                             0.7207608415513634   21.9185              30.6954              1.3271               5.0675               17.6285              4                    1                    1                    1                    
4mer_3C-O_body-7_body-14                                                                             0.7207608415513634   20.9857              29.3686              1.2299               4.5725               16.3950              1                    1                    1                    1                    
4mer_3C-O_body-7_body-14                                                                             0.7207608415513634   18.5296              26.6127              1.1323               4.3699               13.3564              0                    1                    1                    1                    
4mer_3C-O_body-7_body-14                                                                             0.7207608415513634   19.9793              28.1057              1.3095               4.6623               15.2590              3                    1                    1                    1                    
4mer_3C-O_body-7_body-15                                                                             0.7207608415513634   23.2511              33.7308              0.9479               3.8160               19.6674              2                    1                    0                    2                    
4mer_3C-O_body-7_body-15                                                                             0.7207608415513634   19.9790              29.3459              1.8329               5.9389               15.6754              1                    1                    0                    1                    
4mer_3C-O_body-7_body-16                                                                             0.7207608415513634   27.5781              38.7921              1.9608               6.4768               24.3423              2                    1                    0                    1                    
4mer_3C-O_body-7_body-13                                                                             0.7207608415513634   21.9580              30.1621              1.3890               5.3671               17.7854              4                    1                    0                    1                    
4mer_3C-O_body-7_body-13                                                                             0.7207608415513634   21.8481              29.6197              1.6040               5.0575               16.5743              1                    1                    0                    1                    
4mer_3C-O_body-7_body-13                                                                             0.7207608415513634   20.8424              28.4927              1.4253               4.4635               15.2758              0                    1                    0                    1                    
4mer_3C-O_body-7_body-13                                                                             0.7207608415513634   22.0746              30.0801              1.1307               4.6902               17.7514              5                    1                    0                    1                    
4mer_3C-O_body-7_body-6                                                                              0.7207608415513634   17.2476              25.4478              0.4081               2.8301               13.8645              2                    1                    1                    2                    
4mer_3C-O_body-7_body-6                                                                              0.7207608415513634   16.8579              25.2611              0.2337               2.0480               12.3864              1                    1                    1                    1                    
4mer_3C-O_body-7_body-7                                                                              0.7207608415513634   14.6800              23.8642              0.2873               2.4606               12.1926              2                    1                    1                    2                    
4mer_3C-O_body-7_body-7                                                                              0.7207608415513634   14.5248              24.1888              0.3288               2.5477               10.3527              4                    1                    1                    1                    
4mer_3C-O_body-7_body-7                                                                              0.7207608415513634   16.2009              22.5159              0.2646               2.0574               12.4093              1                    1                    1                    2                    
4mer_3C-O_body-7_body-7                                                                              0.7207608415513634   16.3020              22.3722              0.3065               2.1509               11.3448              0                    1                    1                    2                    
4mer_3C-O_body-7_body-7                                                                              0.7207608415513634   16.3669              22.4679              0.2762               2.0537               12.0939              3                    1                    1                    1                    
4mer_3C-O_body-7_body-7                                                                              0.7207608415513634   14.6933              23.9828              0.2788               2.3146               10.5725              5                    1                    1                    1                    
4mer_3C-O_body-7_body-4                                                                              0.7207608415513634   14.3780              24.6361              0.3071               2.3977               12.1197              2                    1                    1                    2                    
4mer_3C-O_body-7_body-4                                                                              0.7207608415513634   14.4552              25.0810              0.3340               2.5559               10.8323              4                    1                    1                    1                    
4mer_3C-O_body-7_body-4                                                                              0.7207608415513634   16.7979              23.9965              0.3066               2.1741               12.9167              1                    1                    1                    2                    
4mer_3C-O_body-7_body-4                                                                              0.7207608415513634   16.4781              23.7888              0.3786               2.4070               11.8880              0                    1                    1                    2                    
4mer_3C-O_body-7_body-4                                                                              0.7207608415513634   16.6222              23.9342              0.3218               2.2854               12.4045              3                    1                    1                    1                    
4mer_3C-O_body-7_body-4                                                                              0.7207608415513634   14.4655              24.7377              0.2718               2.1957               10.4089              5                    1                    1                    1                    
4mer_3C-O_body-7_body-5                                                                              0.7207608415513634   14.6308              23.8053              0.3521               2.7003               11.9077              2                    1                    1                    2                    
4mer_3C-O_body-7_body-5                                                                              0.7207608415513634   14.8175              24.2711              0.4014               2.6755               11.6520              4                    1                    1                    1                    
4mer_3C-O_body-7_body-5                                                                              0.7207608415513634   16.4533              22.6554              0.3090               2.3805               12.1827              1                    1                    1                    2                    
4mer_3C-O_body-7_body-5                                                                              0.7207608415513634   16.1914              22.4577              0.3766               2.3504               11.6653              0                    1                    1                    2                    
4mer_3C-O_body-7_body-5                                                                              0.7207608415513634   16.0998              22.5907              0.3111               2.2120               11.8277              3                    1                    1                    1                    
4mer_3C-O_body-7_body-5                                                                              0.7207608415513634   15.1314              23.9110              0.2956               2.2992               11.5854              5                    1                    1                    1                    
4mer_3C-O_body-7_body-2                                                                              0.7207608415513634   14.9299              23.8454              0.2734               2.2429               12.3758              2                    1                    1                    2                    
4mer_3C-O_body-7_body-2                                                                              0.7207608415513634   14.3800              24.2597              0.3006               2.5209               9.7984               4                    1                    1                    1                    
4mer_3C-O_body-7_body-2                                                                              0.7207608415513634   16.5118              22.6130              0.2298               1.9461               12.1336              1                    1                    1                    2                    
4mer_3C-O_body-7_body-2                                                                              0.7207608415513634   16.5741              22.5262              0.1974               1.7121               11.4290              0                    1                    1                    1                    
4mer_3C-O_body-7_body-2                                                                              0.7207608415513634   16.2023              22.6190              0.2717               2.0451               11.9147              3                    1                    1                    1                    
4mer_3C-O_body-7_body-2                                                                              0.7207608415513634   14.5814              24.0434              0.2612               2.2094               9.8124               5                    1                    1                    1                    
4mer_3C-O_body-7_body-3                                                                              0.7207608415513634   14.6289              24.6318              0.3409               2.4756               12.4030              2                    1                    0                    2                    
4mer_3C-O_body-7_body-3                                                                              0.7207608415513634   14.0289              25.0721              0.4211               2.9786               9.5937               4                    1                    0                    1                    
4mer_3C-O_body-7_body-3                                                                              0.7207608415513634   17.1957              24.0663              0.2291               1.9087               12.6632              1                    1                    0                    1                    
4mer_3C-O_body-7_body-3                                                                              0.7207608415513634   16.7737              23.9259              0.2172               1.8176               11.6326              0                    1                    0                    2                    
4mer_3C-O_body-7_body-3                                                                              0.7207608415513634   16.8249              24.0306              0.2437               1.9698               12.2891              3                    1                    0                    1                    
4mer_3C-O_body-7_body-3                                                                              0.7207608415513634   14.2463              24.8176              0.2236               2.0867               9.5227               5                    1                    0                    1                    
4mer_3C-O_body-7_body-8                                                                              0.7207608415513634   19.3851              28.6298              0.8947               3.6092               15.5576              2                    1                    0                    2                    
4mer_3C-O_body-7_body-8                                                                              0.7207608415513634   20.4127              29.3682              0.3792               2.7988               17.1244              5                    1                    0                    1                    
4mer_3C-O_body-7_body-9                                                                              0.7207608415513634   19.3580              30.6627              1.0812               4.0563               16.0839              2                    1                    0                    2                    
4mer_3C-O_body-7_body-10                                                                             0.7207608415513634   18.3601              26.1746              0.3213               3.0664               15.8900              1                    1                    1                    1                    
4mer_3C-O_body-7_body-10                                                                             0.7207608415513634   17.6252              25.4470              0.8635               3.1381               12.6159              0                    1                    1                    2                    
4mer_3C-O_body-7_body-11                                                                             0.7207608415513634   16.9480              25.4668              0.4108               2.7275               14.0057              1                    1                    1                    2                    
4mer_3C-O_body-7_body-11                                                                             0.7207608415513634   16.9841              25.4099              0.4957               3.2013               13.8050              0                    1                    1                    2                    
4mer_3C-O_body-7_body-11                                                                             0.7207608415513634   16.7482              25.4884              0.2669               2.4473               13.7706              3                    1                    1                    1                    
4mer_3C-O_body-7_body-12                                                                             0.7207608415513634   17.7692              25.7900              0.6087               3.6038               15.6652              2                    1                    1                    1                    
4mer_3C-O_body-7_body-12                                                                             0.7207608415513634   17.6338              25.7470              0.2833               2.5010               14.0385              5                    1                    1                    1                    
4mer_3C-O_body-4_body-1                                                                              0.7207608415513634   19.1050              27.1641              0.2940               2.4694               15.3959              2                    1                    0                    2                    
4mer_3C-O_body-4_body-1                                                                              0.7207608415513634   18.2939              27.1587              0.4400               2.8776               15.0878              4                    1                    0                    1                    
4mer_3C-O_body-4_body-1                                                                              0.7207608415513634   18.1309              26.4924              0.3734               2.3612               13.0755              1                    1                    0                    1                    
4mer_3C-O_body-4_body-1                                                                              0.7207608415513634   18.1056              26.6491              0.3330               2.2166               12.6050              0                    1                    0                    1                    
4mer_3C-O_body-4_body-1                                                                              0.7207608415513634   17.8441              26.7372              0.3315               2.2009               13.0003              3                    1                    0                    1                    
4mer_3C-O_body-4_body-1                                                                              0.7207608415513634   18.1692              27.0457              0.4081               2.7869               14.0643              5                    1                    0                    1                    
4mer_3C-O_body-4_body-14                                                                             0.7207608415513634   21.3765              29.1936              1.2942               5.0369               17.2272              2                    1                    1                    1                    
4mer_3C-O_body-4_body-14                                                                             0.7207608415513634   22.6494              31.2006              1.2148               4.8351               18.4443              4                    1                    1                    1                    
4mer_3C-O_body-4_body-14                                                                             0.7207608415513634   20.6061              28.0493              2.6402               5.9717               15.3080              1                    1                    1                    2                    
4mer_3C-O_body-4_body-14                                                                             0.7207608415513634   18.9313              26.6199              1.3889               4.3338               13.5117              0                    1                    1                    1                    
4mer_3C-O_body-4_body-14                                                                             0.7207608415513634   20.7794              28.4999              1.1364               4.2434               16.2991              3                    1                    1                    1                    
4mer_3C-O_body-4_body-14                                                                             0.7207608415513634   21.8669              30.1546              1.4027               4.8814               17.3691              5                    1                    1                    1                    
4mer_3C-O_body-4_body-15                                                                             0.7207608415513634   23.2478              33.3181              1.0831               4.3148               19.2748              2                    1                    0                    1                    
4mer_3C-O_body-4_body-15                                                                             0.7207608415513634   25.0682              35.3224              0.8678               4.1169               20.9661              4                    1                    0                    1                    
4mer_3C-O_body-4_body-15                                                                             0.7207608415513634   21.0481              29.4757              1.8313               5.6515               16.2155              1                    1                    0                    1                    
4mer_3C-O_body-4_body-15                                                                             0.7207608415513634   19.4396              27.2780              1.3101               4.7324               14.5096              0                    1                    0                    1                    
4mer_3C-O_body-4_body-15                                                                             0.7207608415513634   23.2539              32.4883              1.2208               4.3922               18.5563              3                    1                    0                    1                    
4mer_3C-O_body-4_body-15                                                                             0.7207608415513634   23.4038              32.7840              1.2234               4.5703               19.4898              5                    1                    0                    1                    
4mer_3C-O_body-4_body-16                                                                             0.7207608415513634   29.4730              39.9170              1.9375               5.9611               26.1529              2                    1                    0                    1                    
4mer_3C-O_body-4_body-16                                                                             0.7207608415513634   25.0612              35.1988              2.3794               6.6682               20.8929              4                    1                    0                    1                    
4mer_3C-O_body-4_body-16                                                                             0.7207608415513634   23.2877              31.9603              5.8652               9.8699               18.6923              1                    1                    0                    1                    
4mer_3C-O_body-4_body-16                                                                             0.7207608415513634   20.4489              28.0991              6.4865               9.7605               15.8348              0                    1                    0                    1                    
4mer_3C-O_body-4_body-16                                                                             0.7207608415513634   21.2665              29.5772              2.7799               7.2171               16.9416              3                    1                    0                    1                    
4mer_3C-O_body-4_body-16                                                                             0.7207608415513634   24.1973              33.5213              1.7254               6.2351               20.1286              5                    1                    0                    1                    
4mer_3C-O_body-4_body-13                                                                             0.7207608415513634   23.8994              34.2929              0.9102               4.7004               20.9154              2                    1                    0                    1                    
4mer_3C-O_body-4_body-13                                                                             0.7207608415513634   23.4546              31.8944              1.2607               4.9606               18.9917              4                    1                    0                    1                    
4mer_3C-O_body-4_body-13                                                                             0.7207608415513634   21.6084              28.8726              3.7408               7.3725               16.5010              1                    1                    0                    2                    
4mer_3C-O_body-4_body-13                                                                             0.7207608415513634   22.1238              29.9435              7.9236               12.2465              16.0919              0                    1                    0                    2                    
4mer_3C-O_body-4_body-13                                                                             0.7207608415513634   23.5280              33.6737              0.7161               3.7810               20.3675              3                    1                    0                    1                    
4mer_3C-O_body-4_body-13                                                                             0.7207608415513634   23.6688              32.1462              1.5439               4.7830               19.0298              5                    1                    0                    1                    
4mer_3C-O_body-4_body-6                                                                              0.7207608415513634   18.7052              26.8807              0.3406               2.6190               15.0068              2                    1                    1                    2                    
4mer_3C-O_body-4_body-6                                                                              0.7207608415513634   18.6604              26.8671              0.3629               2.7616               15.1942              4                    1                    1                    1                    
4mer_3C-O_body-4_body-6                                                                              0.7207608415513634   18.7368              26.5860              0.2833               2.1866               13.9973              1                    1                    1                    2                    
4mer_3C-O_body-4_body-6                                                                              0.7207608415513634   18.2647              26.3552              0.2654               2.0434               13.0668              0                    1                    1                    1                    
4mer_3C-O_body-4_body-6                                                                              0.7207608415513634   18.7879              26.6619              0.2779               2.1581               14.3287              3                    1                    1                    1                    
4mer_3C-O_body-4_body-6                                                                              0.7207608415513634   18.7052              26.8672              0.2437               2.1617               15.0066              5                    1                    1                    1                    
4mer_3C-O_body-4_body-7                                                                              0.7207608415513634   16.7308              25.3056              0.2405               2.1358               13.7623              2                    1                    1                    2                    
4mer_3C-O_body-4_body-7                                                                              0.7207608415513634   17.0259              25.5643              0.3502               2.5226               13.2232              4                    1                    1                    1                    
4mer_3C-O_body-4_body-7                                                                              0.7207608415513634   17.1984              23.9663              0.2731               2.0937               13.0744              1                    1                    1                    2                    
4mer_3C-O_body-4_body-7                                                                              0.7207608415513634   16.9593              23.2772              0.4295               2.4233               12.1528              0                    1                    1                    2                    
4mer_3C-O_body-4_body-7                                                                              0.7207608415513634   17.3709              23.9511              0.3069               2.2227               13.5946              3                    1                    1                    1                    
4mer_3C-O_body-4_body-7                                                                              0.7207608415513634   17.2943              25.2168              0.3126               2.2831               13.3283              5                    1                    1                    1                    
4mer_3C-O_body-4_body-4                                                                              0.7207608415513634   16.6951              26.0798              0.2340               2.1406               14.1320              2                    1                    1                    2                    
4mer_3C-O_body-4_body-4                                                                              0.7207608415513634   16.7924              26.5098              0.3861               2.6018               12.6908              4                    1                    1                    1                    
4mer_3C-O_body-4_body-4                                                                              0.7207608415513634   17.7253              25.4705              0.2569               2.0760               13.3803              1                    1                    1                    2                    
4mer_3C-O_body-4_body-4                                                                              0.7207608415513634   17.7348              24.9649              0.3974               2.3781               12.9146              0                    1                    1                    1                    
4mer_3C-O_body-4_body-4                                                                              0.7207608415513634   18.0860              25.3046              0.3109               2.1689               13.9096              3                    1                    1                    1                    
4mer_3C-O_body-4_body-4                                                                              0.7207608415513634   17.0392              26.1666              0.3747               2.5107               12.6208              5                    1                    1                    1                    
4mer_3C-O_body-4_body-5                                                                              0.7207608415513634   16.6875              25.3037              0.2912               2.3756               13.3380              2                    1                    1                    1                    
4mer_3C-O_body-4_body-5                                                                              0.7207608415513634   16.8992              25.6876              0.3649               2.6094               13.2077              4                    1                    1                    1                    
4mer_3C-O_body-4_body-5                                                                              0.7207608415513634   16.8140              23.8719              0.5376               3.0147               12.3323              1                    1                    1                    2                    
4mer_3C-O_body-4_body-5                                                                              0.7207608415513634   16.8351              23.6411              0.3572               2.2710               12.0086              0                    1                    1                    1                    
4mer_3C-O_body-4_body-5                                                                              0.7207608415513634   17.1148              23.9862              0.3454               2.3025               12.9369              3                    1                    1                    1                    
4mer_3C-O_body-4_body-5                                                                              0.7207608415513634   16.8496              25.4134              0.3428               2.3624               13.6248              5                    1                    1                    1                    
4mer_3C-O_body-4_body-2                                                                              0.7207608415513634   16.6941              25.2259              0.2539               2.1401               13.6545              2                    1                    1                    2                    
4mer_3C-O_body-4_body-2                                                                              0.7207608415513634   16.4557              25.6756              0.3160               2.4913               12.2152              4                    1                    1                    1                    
