name                                                                                                 linker               end_to_end           contour              MPP                  SDP                  y_length             side_chain           a                    b                    label(15)            
4mer_2C_body-15_body-9                                                                               0.27598867947873784  20.1703              28.1828              2.1125               5.8267               15.3375              3                    0                    0                    2                    
4mer_2C_body-15_body-9                                                                               0.27598867947873784  21.1137              29.6667              1.3683               4.8387               17.0123              5                    0                    0                    2                    
4mer_2C_body-15_body-10                                                                              0.27598867947873784  25.9307              35.8912              1.8440               5.7884               22.0901              2                    0                    1                    2                    
4mer_2C_body-15_body-10                                                                              0.27598867947873784  26.5063              37.1500              1.2659               4.8573               23.8119              4                    0                    1                    1                    
4mer_2C_body-15_body-10                                                                              0.27598867947873784  24.8899              33.7878              1.6144               5.6683               20.5294              1                    0                    1                    2                    
4mer_2C_body-15_body-10                                                                              0.27598867947873784  24.3347              33.2630              1.5743               5.0719               20.0014              0                    0                    1                    2                    
4mer_2C_body-15_body-10                                                                              0.27598867947873784  24.9897              34.0991              1.7109               5.5809               21.1088              3                    0                    1                    1                    
4mer_2C_body-15_body-10                                                                              0.27598867947873784  26.8983              37.1922              0.9900               4.3853               24.4046              5                    0                    1                    1                    
4mer_2C_body-15_body-11                                                                              0.27598867947873784  23.6116              31.8659              1.4377               5.4195               19.3984              2                    0                    1                    2                    
4mer_2C_body-15_body-11                                                                              0.27598867947873784  24.9992              34.1169              1.2528               4.8658               21.7748              4                    0                    1                    1                    
4mer_2C_body-15_body-11                                                                              0.27598867947873784  21.1346              28.3306              1.7786               5.2376               16.8160              1                    0                    1                    2                    
4mer_2C_body-15_body-11                                                                              0.27598867947873784  24.9640              32.8222              4.7966               8.0152               21.2682              0                    0                    1                    1                    
4mer_2C_body-15_body-11                                                                              0.27598867947873784  23.4206              31.6825              1.4978               5.0468               19.1126              3                    0                    1                    1                    
4mer_2C_body-15_body-11                                                                              0.27598867947873784  24.3933              32.6990              1.1598               4.9463               20.5012              5                    0                    1                    2                    
4mer_2C_body-15_body-12                                                                              0.27598867947873784  23.9100              32.4599              1.2937               5.1431               20.2639              2                    0                    1                    2                    
4mer_2C_body-15_body-12                                                                              0.27598867947873784  24.6165              33.9446              1.2421               5.3467               21.1570              4                    0                    1                    1                    
4mer_2C_body-15_body-12                                                                              0.27598867947873784  20.0933              26.9894              1.3951               5.1566               15.8445              1                    0                    1                    2                    
4mer_2C_body-15_body-12                                                                              0.27598867947873784  21.5458              29.0011              1.2226               4.2082               16.9977              0                    0                    1                    2                    
4mer_2C_body-15_body-12                                                                              0.27598867947873784  22.5270              30.6106              1.3992               5.2797               18.5312              3                    0                    1                    2                    
4mer_2C_body-15_body-12                                                                              0.27598867947873784  23.3356              31.5892              1.3814               5.4453               19.2181              5                    0                    1                    1                    
4mer_2C_body-16_body-1                                                                               0.27598867947873784  21.2711              28.8625              1.7859               5.7679               16.9004              2                    0                    0                    1                    
4mer_2C_body-16_body-1                                                                               0.27598867947873784  24.2333              32.7197              2.0950               6.2291               20.2354              4                    0                    0                    1                    
4mer_2C_body-16_body-1                                                                               0.27598867947873784  18.1654              24.9831              1.1268               4.2452               13.5002              1                    0                    0                    2                    
4mer_2C_body-16_body-1                                                                               0.27598867947873784  19.5169              26.1289              2.7801               5.7602               14.8087              0                    0                    0                    2                    
4mer_2C_body-16_body-1                                                                               0.27598867947873784  19.5448              26.7333              1.3028               4.4353               15.3033              3                    0                    0                    2                    
4mer_2C_body-16_body-1                                                                               0.27598867947873784  22.1343              29.8528              5.1079               7.5587               17.5208              5                    0                    0                    1                    
4mer_2C_body-16_body-14                                                                              0.27598867947873784  19.5372              26.4368              1.3969               5.5296               15.3266              2                    0                    1                    1                    
4mer_2C_body-16_body-14                                                                              0.27598867947873784  17.0571              23.4843              1.2418               4.8374               12.3313              1                    0                    1                    1                    
4mer_2C_body-16_body-14                                                                              0.27598867947873784  17.3930              23.2670              1.0477               4.0047               12.6986              0                    0                    1                    2                    
4mer_2C_body-16_body-14                                                                              0.27598867947873784  18.0106              24.3010              1.1576               4.6992               13.7182              3                    0                    1                    1                    
4mer_2C_body-16_body-15                                                                              0.27598867947873784  23.0584              30.9457              16.0583              15.8300              17.9315              2                    0                    0                    1                    
4mer_2C_body-16_body-15                                                                              0.27598867947873784  21.2697              28.6188              12.2015              14.1391              16.0122              1                    0                    0                    1                    
4mer_2C_body-16_body-15                                                                              0.27598867947873784  20.1662              27.1780              10.7517              12.1847              15.0119              0                    0                    0                    1                    
4mer_2C_body-16_body-6                                                                               0.27598867947873784  22.7979              30.8499              3.0576               7.2834               18.2548              2                    0                    1                    1                    
4mer_2C_body-16_body-6                                                                               0.27598867947873784  23.7231              32.1818              1.9845               6.4295               19.4325              4                    0                    1                    1                    
4mer_2C_body-16_body-6                                                                               0.27598867947873784  19.5075              26.7217              2.1399               5.2339               14.5754              1                    0                    1                    1                    
4mer_2C_body-16_body-6                                                                               0.27598867947873784  17.7036              24.4176              1.0517               3.8914               12.9416              0                    0                    1                    2                    
4mer_2C_body-16_body-6                                                                               0.27598867947873784  21.4450              29.0040              5.7437               9.5223               16.5431              3                    0                    1                    1                    
4mer_2C_body-16_body-6                                                                               0.27598867947873784  20.5221              27.9942              2.7043               6.0826               16.1722              5                    0                    1                    1                    
4mer_2C_body-16_body-7                                                                               0.27598867947873784  25.3703              35.5672              3.5832               9.2169               20.7186              2                    0                    1                    2                    
4mer_2C_body-16_body-7                                                                               0.27598867947873784  25.4166              35.7915              2.4906               7.0802               20.7782              4                    0                    1                    1                    
4mer_2C_body-16_body-7                                                                               0.27598867947873784  24.0439              33.1699              7.0997               11.5202              18.9211              1                    0                    1                    2                    
4mer_2C_body-16_body-7                                                                               0.27598867947873784  21.9495              30.1597              3.5375               6.9209               17.1137              0                    0                    1                    2                    
4mer_2C_body-16_body-7                                                                               0.27598867947873784  24.0195              33.6296              4.1124               9.2865               19.1997              3                    0                    1                    1                    
4mer_2C_body-16_body-4                                                                               0.27598867947873784  25.0126              34.0044              4.6737               10.0720              20.4579              2                    0                    1                    1                    
4mer_2C_body-16_body-4                                                                               0.27598867947873784  24.7756              34.1165              1.8455               6.0659               20.7251              4                    0                    1                    1                    
4mer_2C_body-16_body-4                                                                               0.27598867947873784  21.6546              29.4833              3.7664               7.3637               17.1200              1                    0                    1                    2                    
4mer_2C_body-16_body-4                                                                               0.27598867947873784  20.1422              27.6438              2.0519               5.1349               15.4876              0                    0                    1                    2                    
4mer_2C_body-16_body-4                                                                               0.27598867947873784  23.9225              32.8047              4.8308               9.6695               18.9798              3                    0                    1                    1                    
4mer_2C_body-16_body-4                                                                               0.27598867947873784  23.6891              32.5224              3.9900               8.1040               19.3493              5                    0                    1                    1                    
4mer_2C_body-16_body-5                                                                               0.27598867947873784  23.6015              33.2060              3.8745               9.8149               18.8811              2                    0                    1                    1                    
4mer_2C_body-16_body-5                                                                               0.27598867947873784  26.5344              37.6323              2.3772               6.7694               21.9282              4                    0                    1                    1                    
4mer_2C_body-16_body-5                                                                               0.27598867947873784  23.6294              32.7338              7.0140               11.2696              18.5779              1                    0                    1                    2                    
4mer_2C_body-16_body-5                                                                               0.27598867947873784  21.9713              30.7459              2.1986               5.6779               17.3721              0                    0                    1                    1                    
4mer_2C_body-16_body-5                                                                               0.27598867947873784  26.1849              37.0686              6.5089               12.7599              21.1858              3                    0                    1                    1                    
4mer_2C_body-16_body-5                                                                               0.27598867947873784  25.6823              36.1137              3.2880               8.6371               21.3579              5                    0                    1                    1                    
4mer_2C_body-16_body-2                                                                               0.27598867947873784  25.4893              35.8878              3.8490               9.4117               20.9161              2                    0                    1                    2                    
4mer_2C_body-16_body-2                                                                               0.27598867947873784  25.7747              36.6868              4.1576               9.4394               21.0583              4                    0                    1                    1                    
4mer_2C_body-16_body-2                                                                               0.27598867947873784  24.3815              33.5862              5.0439               9.4143               19.5475              1                    0                    1                    1                    
4mer_2C_body-16_body-2                                                                               0.27598867947873784  22.0127              30.3693              2.6077               6.6742               16.9059              0                    0                    1                    1                    
4mer_2C_body-16_body-2                                                                               0.27598867947873784  25.3940              35.7103              10.6026              17.0645              20.1072              3                    0                    1                    1                    
4mer_2C_body-16_body-2                                                                               0.27598867947873784  24.6361              34.6091              3.2048               7.7556               20.1383              5                    0                    1                    1                    
4mer_2C_body-16_body-3                                                                               0.27598867947873784  25.8684              35.0968              4.2684               9.6822               21.4769              2                    0                    0                    1                    
4mer_2C_body-16_body-3                                                                               0.27598867947873784  25.1032              34.4616              1.9090               6.1039               20.9594              4                    0                    0                    1                    
4mer_2C_body-16_body-3                                                                               0.27598867947873784  23.0604              31.0288              5.9364               9.3436               18.2012              1                    0                    0                    1                    
4mer_2C_body-16_body-3                                                                               0.27598867947873784  21.1871              28.7898              5.4650               9.6435               16.2846              0                    0                    0                    1                    
4mer_2C_body-16_body-3                                                                               0.27598867947873784  23.5656              32.5724              11.3575              16.8308              18.4597              3                    0                    0                    1                    
4mer_2C_body-16_body-3                                                                               0.27598867947873784  23.4513              32.4400              2.8911               7.7065               18.9793              5                    0                    0                    1                    
4mer_2C_body-16_body-8                                                                               0.27598867947873784  20.7233              28.5302              3.2907               6.8686               16.3991              2                    0                    0                    1                    
4mer_2C_body-16_body-8                                                                               0.27598867947873784  19.5668              26.7343              7.4190               9.5017               14.4960              1                    0                    0                    2                    
4mer_2C_body-16_body-8                                                                               0.27598867947873784  19.9180              26.8258              8.3457               10.6884              14.8697              0                    0                    0                    2                    
4mer_2C_body-16_body-8                                                                               0.27598867947873784  20.6945              28.3765              6.3089               8.1577               15.9484              3                    0                    0                    1                    
4mer_2C_body-16_body-8                                                                               0.27598867947873784  21.1166              28.9937              4.4304               8.0386               16.6507              5                    0                    0                    1                    
4mer_2C_body-16_body-9                                                                               0.27598867947873784  18.8897              26.8202              1.6354               5.8032               15.0344              2                    0                    0                    1                    
4mer_2C_body-16_body-9                                                                               0.27598867947873784  20.8998              29.5889              2.1679               5.9388               17.0194              4                    0                    0                    2                    
4mer_2C_body-16_body-9                                                                               0.27598867947873784  18.3465              25.3161              1.6800               5.4107               14.0673              1                    0                    0                    2                    
4mer_2C_body-16_body-9                                                                               0.27598867947873784  18.9618              26.1144              2.4615               6.2352               14.5279              0                    0                    0                    2                    
4mer_2C_body-16_body-9                                                                               0.27598867947873784  18.7181              26.1582              1.3106               4.7682               14.4348              3                    0                    0                    2                    
4mer_2C_body-16_body-9                                                                               0.27598867947873784  19.2021              27.7514              1.6325               5.7489               15.3354              5                    0                    0                    2                    
4mer_2C_body-16_body-10                                                                              0.27598867947873784  28.2053              38.7288              5.9537               12.2608              24.1077              2                    0                    1                    1                    
4mer_2C_body-16_body-10                                                                              0.27598867947873784  30.2152              42.1522              3.0607               7.8192               27.0060              4                    0                    1                    1                    
4mer_2C_body-16_body-10                                                                              0.27598867947873784  27.3446              37.1837              10.0805              15.4175              22.9566              1                    0                    1                    1                    
4mer_2C_body-16_body-10                                                                              0.27598867947873784  26.4404              36.4197              10.3011              15.6084              21.8754              0                    0                    1                    1                    
4mer_2C_body-16_body-10                                                                              0.27598867947873784  27.4028              37.9371              3.2159               9.2418               23.5129              3                    0                    1                    1                    
4mer_2C_body-16_body-10                                                                              0.27598867947873784  28.5258              39.9780              5.4390               10.4009              24.9046              5                    0                    1                    1                    
4mer_2C_body-16_body-11                                                                              0.27598867947873784  25.4449              34.2350              8.6457               13.1409              20.7910              2                    0                    1                    1                    
4mer_2C_body-16_body-11                                                                              0.27598867947873784  25.1536              34.4943              4.3330               8.7649               20.6789              4                    0                    1                    1                    
4mer_2C_body-16_body-11                                                                              0.27598867947873784  22.2908              29.9054              5.1778               9.5942               17.8172              1                    0                    1                    2                    
4mer_2C_body-16_body-11                                                                              0.27598867947873784  19.3257              27.1526              8.8990               12.5289              14.2934              0                    0                    1                    1                    
4mer_2C_body-16_body-11                                                                              0.27598867947873784  24.2424              32.7701              7.6194               12.0471              19.3117              3                    0                    1                    1                    
4mer_2C_body-16_body-11                                                                              0.27598867947873784  24.6113              33.5519              4.6468               9.6774               20.0376              5                    0                    1                    1                    
4mer_2C_body-16_body-12                                                                              0.27598867947873784  24.3667              32.5897              2.6306               7.5987               20.4166              2                    0                    1                    1                    
4mer_2C_body-16_body-12                                                                              0.27598867947873784  24.7227              33.4964              1.7117               6.0077               20.9203              4                    0                    1                    1                    
4mer_2C_body-16_body-12                                                                              0.27598867947873784  23.4992              31.3812              4.9543               8.5085               19.1943              1                    0                    1                    1                    
4mer_2C_body-16_body-12                                                                              0.27598867947873784  22.1009              30.1993              2.9150               6.6282               17.7388              0                    0                    1                    1                    
4mer_2C_body-16_body-12                                                                              0.27598867947873784  22.1646              30.3651              3.3600               7.0683               17.6868              3                    0                    1                    1                    
4mer_2C_body-16_body-12                                                                              0.27598867947873784  24.4526              33.0952              4.0167               8.9765               20.1250              5                    0                    1                    1                    
4mer_2C_body-13_body-1                                                                               0.27598867947873784  22.4177              30.1529              1.1258               4.6818               18.5804              2                    0                    0                    1                    
4mer_2C_body-13_body-1                                                                               0.27598867947873784  24.4248              32.8150              0.9945               4.4526               21.0657              4                    0                    0                    1                    
4mer_2C_body-13_body-1                                                                               0.27598867947873784  21.9713              29.2215              0.8315               3.8985               17.4850              1                    0                    0                    1                    
4mer_2C_body-13_body-1                                                                               0.27598867947873784  21.4532              28.6445              0.8268               3.4437               16.6775              0                    0                    0                    1                    
4mer_2C_body-13_body-1                                                                               0.27598867947873784  22.5918              30.3743              0.8891               4.0202               18.4967              3                    0                    0                    1                    
4mer_2C_body-13_body-1                                                                               0.27598867947873784  23.6445              31.9099              0.9848               4.4435               19.8215              5                    0                    0                    1                    
4mer_2C_body-13_body-14                                                                              0.27598867947873784  22.8421              30.1406              2.6260               6.6742               18.4523              2                    0                    1                    1                    
4mer_2C_body-13_body-14                                                                              0.27598867947873784  23.9486              31.4020              3.5486               7.8003               19.6338              4                    0                    1                    1                    
4mer_2C_body-13_body-14                                                                              0.27598867947873784  21.2292              28.1623              5.2172               8.6047               16.5076              1                    0                    1                    1                    
4mer_2C_body-13_body-14                                                                              0.27598867947873784  19.5336              26.1191              4.7664               7.6521               14.6732              0                    0                    1                    1                    
4mer_2C_body-13_body-14                                                                              0.27598867947873784  21.0116              27.8385              2.1445               5.9682               16.4644              3                    0                    1                    1                    
4mer_2C_body-13_body-14                                                                              0.27598867947873784  22.9276              30.2693              3.7707               8.2569               18.4818              5                    0                    1                    1                    
4mer_2C_body-13_body-15                                                                              0.27598867947873784  23.2096              30.8230              1.8451               5.8788               18.8947              2                    0                    0                    1                    
4mer_2C_body-13_body-15                                                                              0.27598867947873784  24.4983              32.6384              2.0468               6.0458               20.0755              4                    0                    0                    1                    
4mer_2C_body-13_body-15                                                                              0.27598867947873784  20.0113              26.6200              2.2311               6.3603               15.3897              1                    0                    0                    1                    
4mer_2C_body-13_body-15                                                                              0.27598867947873784  20.6541              27.4128              3.7270               6.9753               15.7054              0                    0                    0                    1                    
4mer_2C_body-13_body-15                                                                              0.27598867947873784  21.0479              28.0421              2.7922               7.1920               16.5809              3                    0                    0                    1                    
4mer_2C_body-13_body-15                                                                              0.27598867947873784  20.4816              27.2898              1.9676               5.7318               15.8994              5                    0                    0                    1                    
4mer_2C_body-13_body-13                                                                              0.27598867947873784  25.0626              32.7192              2.4149               6.4390               21.0037              2                    0                    0                    1                    
4mer_2C_body-13_body-13                                                                              0.27598867947873784  23.1487              30.2027              15.7689              17.5993              17.4231              0                    0                    0                    1                    
4mer_2C_body-13_body-6                                                                               0.27598867947873784  23.8131              31.8161              0.9732               4.4271               19.8539              2                    0                    1                    1                    
4mer_2C_body-13_body-6                                                                               0.27598867947873784  24.0168              32.4877              0.9883               4.6190               20.2561              4                    0                    1                    1                    
4mer_2C_body-13_body-6                                                                               0.27598867947873784  20.4107              27.5846              0.9005               4.0082               15.6187              1                    0                    1                    1                    
4mer_2C_body-13_body-6                                                                               0.27598867947873784  21.4199              28.4669              1.3425               4.5715               16.1456              0                    0                    1                    1                    
4mer_2C_body-13_body-6                                                                               0.27598867947873784  23.1371              30.6904              0.8110               3.9406               18.7667              3                    0                    1                    1                    
4mer_2C_body-13_body-6                                                                               0.27598867947873784  23.2934              31.2411              1.0815               4.4922               19.1679              5                    0                    1                    1                    
4mer_2C_body-13_body-7                                                                               0.27598867947873784  23.2116              31.2640              0.9210               4.1364               19.0983              2                    0                    1                    2                    
4mer_2C_body-13_body-7                                                                               0.27598867947873784  23.1872              32.1904              0.6649               3.5985               19.7238              4                    0                    1                    1                    
4mer_2C_body-13_body-7                                                                               0.27598867947873784  22.0746              29.3515              0.8833               3.9486               17.0638              1                    0                    1                    2                    
4mer_2C_body-13_body-7                                                                               0.27598867947873784  20.1192              27.0681              0.8041               3.3794               15.0424              0                    0                    1                    1                    
4mer_2C_body-13_body-7                                                                               0.27598867947873784  22.7009              30.1607              0.7039               3.6071               18.5110              3                    0                    1                    1                    
4mer_2C_body-13_body-7                                                                               0.27598867947873784  23.2821              31.3691              0.8781               4.1311               19.1757              5                    0                    1                    1                    
4mer_2C_body-13_body-4                                                                               0.27598867947873784  22.3241              30.5949              1.0239               4.2902               17.9360              2                    0                    1                    1                    
4mer_2C_body-13_body-4                                                                               0.27598867947873784  22.8481              31.2232              0.9464               4.2059               19.3797              4                    0                    1                    1                    
4mer_2C_body-13_body-4                                                                               0.27598867947873784  18.9816              25.9749              1.1553               4.0209               14.1600              1                    0                    1                    2                    
4mer_2C_body-13_body-4                                                                               0.27598867947873784  21.0304              28.1294              1.5726               4.5025               15.6635              0                    0                    1                    1                    
4mer_2C_body-13_body-4                                                                               0.27598867947873784  20.9661              28.0201              0.9149               3.8964               16.4420              3                    0                    1                    1                    
4mer_2C_body-13_body-4                                                                               0.27598867947873784  22.4902              30.5274              1.1117               4.3417               18.1609              5                    0                    1                    1                    
4mer_2C_body-13_body-5                                                                               0.27598867947873784  23.2506              30.8163              1.0209               4.1871               18.8298              2                    0                    1                    1                    
4mer_2C_body-13_body-5                                                                               0.27598867947873784  23.3416              31.6525              0.8463               4.0654               19.7876              4                    0                    1                    1                    
4mer_2C_body-13_body-5                                                                               0.27598867947873784  21.6554              28.7280              0.9783               4.0326               16.5124              1                    0                    1                    1                    
4mer_2C_body-13_body-5                                                                               0.27598867947873784  18.8924              25.6144              0.9476               3.4818               13.9485              0                    0                    1                    1                    
4mer_2C_body-13_body-5                                                                               0.27598867947873784  22.3194              29.3312              0.6950               3.5806               17.8733              3                    0                    1                    1                    
4mer_2C_body-13_body-5                                                                               0.27598867947873784  22.4079              30.1218              1.0229               4.4148               18.2991              5                    0                    1                    1                    
4mer_2C_body-13_body-2                                                                               0.27598867947873784  22.8459              30.9548              1.0031               4.3049               18.7240              2                    0                    1                    1                    
4mer_2C_body-13_body-2                                                                               0.27598867947873784  23.3472              32.0055              0.7441               3.8192               20.1613              4                    0                    1                    1                    
4mer_2C_body-13_body-2                                                                               0.27598867947873784  21.3117              28.2862              0.9471               3.9608               16.5195              1                    0                    1                    1                    
4mer_2C_body-13_body-2                                                                               0.27598867947873784  21.4022              28.1289              0.7171               3.2351               16.4993              0                    0                    1                    1                    
